q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,rx_r,ry_r,rz_r,rw_r
3.59791443156822,-0.26863214592658247,1.8982715249527664,-1.5230932558634405,0.3515206406551202,-2.356562459984194,0.1753453409106465,0.2692833702151496,0.705856461900034,0.4997241836765613,0.5247695820120057,0.6885016137732412,0.02929426352345981
3.1953860794645217,-0.21971311125630882,1.9608823608962869,-1.5301786743390962,1.612183632583104,-2.254463008170814,0.16600502646274376,0.26704766342445846,0.6686553755851783,0.31174796074751937,0.7014115215575054,0.5690502844187774,-0.2949862034045942
3.295267681006289,-0.2595442193046111,1.2073273178952855,0.6746820545895156,1.5445964352824793,-0.7495246000620281,0.15667767181221878,0.22380100986557036,0.6599717248824029,0.91025620760913,0.413965268105463,-0.00806060585314938,0.0011916143238902457
3.1217196882019276,-0.21195507759558332,1.2801005728294808,0.40802714816485963,1.7516409767806622,1.0774904818599782,0.17558818961174233,0.23902769970037602,0.6589318835977303,0.8370997743255111,-0.5330581495061647,-0.1223706823275394,-0.011764062900813268
3.2867627837833466,-0.23321594020702754,1.2049618116512997,0.5465748814630367,1.6439846118882788,-1.441044332656381,0.14396219262225649,0.24791325144600548,0.6723392508204186,0.7154805917278716,0.694725768446147,-0.01638811664659832,-0.0719378839723744
3.3643079539156955,-0.23737826061561773,1.2390898225485982,0.7403560661052591,1.4401890646120465,-2.8416075010176205,0.14194411350059788,0.23789103434234504,0.6367223031264071,0.059863282195090094,0.9945160699251577,-0.05976226937879113,0.061503213445693
3.2765634113199935,-0.24147286522495265,1.255332377126811,0.6347690198325251,1.6161323384001824,1.1241617936060933,0.15179537442004432,0.2278912535239752,0.6450969383740901,0.8673068872126547,-0.4962003516899227,-0.019007619333568992,0.03467974601352387
3.473348391037439,-0.24179721339071053,1.3147177340504694,0.8131557466510888,1.6852038841709427,1.8751341558219976,0.09879260903978776,0.23217790886152173,0.6090187319132829,-0.6855972758410465,0.7110850676382492,-0.0889237797674697,-0.12808966911156058
3.2466738522277927,-0.2216822024909636,1.145065081808558,0.790991767509251,1.4239693089120635,2.4080595144336834,0.17220310891749196,0.21277885287315604,0.6593426322274538,-0.3859447302626518,0.9188287621937986,-0.07403106321511688,0.036328674998414585
3.2840267056823453,-0.22908555188245655,1.2972474382857564,0.7468303829438601,1.6806990167919382,-1.8187470527602916,0.13962255716031743,0.23244184732546713,0.6159998143900941,0.576919416472445,0.8064738723648891,-0.1292262570729606,0.008028360529229214
