q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,joint
-1.570021216231471,3.4898693190596067e-05,1.5699949051951712,2.3584887664793246e-05,1.569970699708671,-6.530078480456659e-06,-1.6237039311370722,-1.9226331096556384,0.664415627441518,1.0
-1.50719604525868,3.434302573107275e-05,1.5699791222258628,2.2550951820796333e-05,1.5699830770556658,-1.960114935957539e-06,-1.6873594058347001,-1.8185286703526444,0.6661941389980788,1.0
-1.4444017345880822,3.5854449030172575e-05,1.5699812554978718,2.44321088436236e-05,1.5699826080299246,-1.2721731199865826e-06,-1.7422603086546946,-1.7107067027534302,0.6698414809607167,1.0
-1.381588820553037,3.593135553553187e-05,1.5699813791114905,2.6557612391366983e-05,1.5699813257010384,-1.403953251742356e-07,-1.7810166004023058,-1.6074752968245514,0.664699028371654,1.0
-1.3187936538169784,3.5384183065064564e-05,1.569982807380261,2.3310369294861176e-05,1.5699823006346854,-6.5657735976133405e-06,-1.828819793910627,-1.4862918510883225,0.670777165499978,1.0
-1.255994703922275,3.538776635354133e-05,1.569975734673188,2.3755883745780432e-05,1.5699748406964285,1.2797099384159346e-07,-1.8865773814778823,-1.364187039625145,0.6497240750834528,1.0
-1.193195957445716,3.535343609936918e-05,1.5699808120684875,2.3913730762360423e-05,1.5699949256133234,5.160876027056478e-07,-1.8978775203116787,-1.250323487578406,0.6731603701149459,1.0
-1.1303887039160148,2.6691622901907564e-05,1.5699907334458971,2.3756225644973624e-05,1.5699732500329198,-4.425296261830856e-06,-1.9166633007444913,-1.1261219717240534,0.6745268688819147,1.0
-1.0675895874471282,3.450425046319229e-05,1.5699796237826489,2.8258070605897596e-05,1.5699808474299541,-8.939503252074196e-06,-1.9273684066901975,-1.0046759297913965,0.6727328910382866,1.0
-1.0047820596476238,3.5908093035294904e-05,1.5699812048029065,2.399927996667544e-05,1.569980889120295,-8.069567171556571e-07,-1.9289687486135023,-0.8839492815169517,0.675945518096107,1.0
-0.941995579528111,2.7743454595372405e-05,1.5699712539339263,2.4017748807253082e-05,1.5699818226840043,-9.373833044748522e-06,-1.9254833396921007,-0.7643258834091602,0.6696613361910371,1.0
-0.8791986918069812,3.665118210585797e-05,1.5699814665056586,2.659967153462275e-05,1.5699813497400235,-1.5030203597525506e-07,-1.916062385332827,-0.6424917199894875,0.6710051978076668,1.0
-0.8163815965406862,2.503875047065429e-05,1.5699804149298853,2.5018060843672345e-05,1.56996951594677,2.2141839035464474e-08,-1.8975177538104178,-0.5217940897175884,0.6715650057825481,1.0
-0.7535926976925351,3.2461505004134274e-05,1.569973898859779,2.4159341580640272e-05,1.569972394158016,1.0903804540597342e-05,-1.8715532341790875,-0.4042249860979946,0.6690583926423241,1.0
-0.6907941836333167,3.325178017731703e-05,1.569983069213664,2.468198981632214e-05,1.569982322826727,-3.592964154738543e-08,-1.837751448452758,-0.28692464844215715,0.669596339471886,1.0
-0.627997368647477,3.664174281136497e-05,1.5699816943679619,2.593027924097872e-05,1.5699819076304955,-2.396707020709792e-06,-1.789932630132927,-0.18816412852661002,0.6707650746188714,1.0
-0.5651794422313127,3.6483314170685225e-05,1.5699811961362131,2.5301392520405455e-05,1.5699876159412882,-7.253097856935175e-06,-1.7477670795768543,-0.05383647599054342,0.6637369637381676,1.0
-0.5023896517124689,3.497571351793226e-05,1.5699836863714955,4.4537379063303706e-05,1.569982316795098,-6.318306467258459e-06,-1.6926579263143873,0.05579512124417929,0.6637902917884864,1.0
-0.43959335346287776,3.34836554433131e-05,1.5699801203685892,2.4609750037681812e-05,1.5699751691395238,2.434092042318461e-06,-1.6294631168955054,0.16481742487782336,0.6625262447279983,1.0
-0.37679351196966004,3.6010594124714035e-05,1.5699921907493413,3.905581837110738e-05,1.5699805476446183,7.564843608970692e-06,-1.5584607800308539,0.2675609836624808,0.6629585012646841,1.0
-0.3139989895908533,3.5952633784203915e-05,1.569974278487965,1.601196636613727e-05,1.5699890408449597,-1.6250345580035668e-06,-1.4759577170954705,0.3617969445174506,0.6738567207226724,1.0
-0.25118935401629044,3.587442036495669e-05,1.5699745170157415,2.3982829930871248e-05,1.569979296986917,-1.4224499071897377e-07,-1.4008975768205543,0.44578800764114923,0.6671761664889525,1.0
