q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,rx_r,rx_y,rx_z
0.042812929688534805,-0.15481189690983455,0.9919410464584496,0.27522456936586814,-0.19918150520085223,-0.7209088882745063,2.6098070312290083,-0.1742254949096738,0.49087763698444453,2.3186636397642584,0.250307725893747,-0.3814197316637571
-0.29664910940393113,-0.2761723293262519,0.966852841482332,-0.07795472777661129,0.5722224945968759,-0.30649254216733995,2.708448018282781,-0.07017397532914194,0.7609534137897819,2.375878423283447,-0.7987585104844885,-0.0683128797344207
0.30607601365122106,0.2697268511873526,-0.7605834390769294,-0.1468375856183647,-0.1907740704192417,-1.0932063662379639,2.8637149573271126,0.15867966137770745,1.0321816840690814,2.0483756407604954,-0.901123282889885,0.533877583788982
1.0604955299662142,-0.3587754726922938,-1.1229600863061295,-0.6221632971889451,-0.6866408965641021,-1.3524377818052769,1.9516048404649053,0.0077011336666739545,1.664211964847632,-0.947236261074859,-0.8253045849620767,2.9560860206561057
-1.4108618842026157,0.2907624075505826,0.45506056905818404,0.7155137984056722,0.2735414818987952,-0.12358604727274797,2.5647230927826916,-0.14701436272862053,1.377841850098438,0.9942125590515482,-0.2524820432451892,-0.1257764993633785
-0.8427554658952678,0.48181938467357327,1.0023469619735081,0.6710529957835779,0.010102901919716257,1.0139582555371487,1.8078257008454808,-0.5839239701510911,0.9921815554774734,1.5090781722790738,-0.02163954534349995,0.14852180440852233
0.24621445569217904,-0.35403479632856516,0.6288998614342768,1.444843872821816,0.15622038828884693,1.3077097864471203,2.7542766190110064,0.083115661526008,0.8063180391915333,2.0050616265711794,-0.9910727499715345,0.5398550367101936
0.05854033623149732,0.17863499585406897,0.2474489487752604,-0.5599216682238055,0.2885657619348639,1.2043879099698096,2.836776738710448,-0.18777990235653425,0.554480001623998,0.422310460433886,-0.19676249007005392,2.7839214131791845
0.5200065179056735,0.45629199829419104,-0.3882603086431666,-1.4215291170285256,-0.7853730308216224,0.04817331592120779,2.7350565539910923,0.021979726678628426,0.5170363186092509,0.29875915906393713,0.09065317489243033,2.0420046644401975
-1.4218850301539798,-0.3995580111677124,0.41921203941912816,-0.49270738048068125,0.8260626917908506,-0.34654033225267084,3.1277107635136763,0.6736446877443031,0.6894104512498701,1.9443019481690884,-0.1598789260769052,1.2676985637879772
-0.9924618202829455,0.28420419299042826,0.11272487072936171,-0.5711294842608449,0.8329647183329517,1.018362024165268,2.842332459970101,-0.15018059468965983,1.0306069530621342,1.0062309075859173,-0.35469806673626475,2.579803826990196
-0.3524131167467135,-0.12651185945411264,-0.11349094090283351,1.3233005069289532,0.0742407984114756,1.148820696049719,2.9679816244941852,0.3235785804757461,1.0165653311730125,1.4243764358483266,-0.4907642652217211,1.3737501301128758
