q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,joint
-8.76124317077703e-06,0.5236035020197883,-3.158638593695583e-05,2.644747142302006e-05,1.1695179929939147e-05,6.6861161921577375e-06,0.09467775374650955,-0.6923818290233612,-1.8464627861976624,1.0
0.15699756093499476,0.5236106796411226,-2.80066821134678e-05,2.733357869433056e-05,1.188978032520811e-05,1.4594015178499402e-06,0.10387156903743744,-0.6922329962253571,-1.764719009399414,1.0
0.31400403523353937,0.5236164605543331,-3.112864959562072e-05,2.0785201950974364e-05,1.5489319435484168e-05,-3.43959547153994e-06,0.12499647215008736,-0.6914718747138977,-1.6848445534706116,1.0
0.4710001867187373,0.5236095211655338,-2.8211883909397266e-05,2.002112692132045e-05,1.0631074022648183e-05,9.204748002006328e-06,0.15858351439237595,-0.6911337077617645,-1.6100712418556213,1.0
0.6279798972699352,0.523614101790312,-3.2225467801026944e-05,2.4662980548731023e-05,6.131192664961513e-06,-5.467728734900093e-06,0.2025788128376007,-0.6904837191104889,-1.5410228371620178,1.0
0.7849776502682146,0.5236129153322026,-3.080056463494305e-05,2.6846638841873983e-05,1.4977487199934216e-05,-4.4138070912951534e-07,0.25654253363609314,-0.6898345351219177,-1.4800879955291748,1.0
0.941975367548467,0.5236146131183144,-3.325783032675489e-05,2.4989942809809052e-05,1.505369338906458e-05,8.344747481316521e-06,0.32155029475688934,-0.6902158558368683,-1.4298916459083557,1.0
1.0989727729451892,0.523616135057697,-3.1084965921316594e-05,2.348575847890859e-05,8.560169125626782e-06,3.6064534904747863e-06,0.3885749727487564,-0.6885188519954681,-1.3876726031303406,1.0
1.2559823497420817,0.5236107567322285,-3.0400882064566882e-05,2.7759524023153696e-05,1.0052741963796786e-05,-6.863753664539778e-06,0.46154288947582245,-0.6871142983436584,-1.3579389452934265,1.0
1.4129694475649741,0.5236160719761153,-3.5354232188452026e-05,2.380564579524481e-05,1.354220213958454e-05,7.85477736436249e-07,0.5406696796417236,-0.6869053840637207,-1.3417161107063293,1.0
1.5699691532578262,0.5236132496673569,-2.5203258952568687e-05,2.1690854204726183e-05,8.359061840060185e-06,1.2709010525853273e-06,0.623553603887558,-0.6876270174980164,-1.3390361070632935,1.0
1.726981425756312,0.5236208069429714,-3.145730660341485e-05,1.794057747965413e-05,1.707862327601937e-05,8.73457154640926e-06,0.7010611891746521,-0.686568409204483,-1.3473901152610779,1.0
1.8839787154159984,0.5236202000823554,-2.9995131786288666e-05,2.4450761598949164e-05,1.0174162154714779e-05,1.725797909561687e-07,0.7811671495437622,-0.687423974275589,-1.3699572086334229,1.0
2.040982102934128,0.5236166575527673,-3.3266653942330316e-05,1.5814331761966526e-05,1.3513715277272934e-05,-1.8360153567078588e-06,0.8551281094551086,-0.6876779198646545,-1.4039065837860107,1.0
2.197969388510016,0.5236146169632018,-3.186280420400913e-05,2.5743193996040173e-05,1.3421228106355621e-05,4.355838413463362e-06,0.9227717220783234,-0.6877822875976562,-1.448940634727478,1.0
2.354974378625728,0.5236110873468572,-3.155714809053928e-05,2.997048136986736e-05,1.0249133356832243e-05,-2.8373765718445434e-07,0.9833641648292542,-0.6881544888019562,-1.5043155550956726,1.0
2.5119714144922183,0.5236150036850649,-2.5309212291020488e-05,2.6064239922908794e-05,1.3632170335134585e-05,-3.4689002283150547e-06,1.0339974761009216,-0.6883707940578461,-1.568258285522461,1.0
2.668968831821364,0.5236169071249437,-2.9648196263270062e-05,2.3690551047275984e-05,1.1566956073611714e-05,-4.202280352841662e-07,1.0758914947509766,-0.6891708672046661,-1.6400505304336548,1.0
2.8259638652487067,0.5236091851747896,-3.490946895258487e-05,2.596088833608264e-05,4.115542986376879e-06,8.99723177276981e-06,1.1051687002182007,-0.6895249783992767,-1.7168802618980408,1.0
2.9829740237648688,0.5236157282498716,-3.5801992165725484e-05,3.184537953703191e-05,2.7507312750245786e-06,2.892544520649072e-06,1.1234127879142761,-0.6902134120464325,-1.7979443669319153,1.0
