q1,q2,q3,q4,q5,q6,px_n,py_n,pz_n
-0.9881328734568098,-0.0045791509437538205,-1.6928827874672796,1.6664597674183845,2.5548046415036714,3.1616783179830064,0.5,0.5,1.0
-0.9786318858717463,-0.0439730382462461,-1.6279338607361364,2.4351196904293717,3.4494353919535548,3.5793528581024825,0.5,0.5,1.0
-1.1653551330728336,0.22725554605283715,-1.7677144214538827,-0.027373185364151082,0.3166073150332919,1.92136963712887,0.5,0.5,1.0
-3.6833559198084247,1.5681244718207523,-1.5925897227063828,-0.25671546951588003,4.5526305651117465,1.6031163770515273,0.5,0.5,1.0
-1.069294686843286,-0.013291510195915733,-1.3493091590373363,-2.634045244697355,1.5649265813606112,2.5395696955179274,0.5,0.5,1.0
-3.623234940497284,1.555544503464235,-1.585671894160831,-0.40412899564489974,5.192460573776435,-1.2205853510181928,0.5,0.5,1.0
-1.1641018190133245,-0.029682756868970386,-1.39916543353038,-2.3405706576591507,-0.3444813825607578,1.6263107643308576,0.5,0.5,1.0
-3.7518776923013024,1.5951188518098793,-1.6862901718656678,-0.49024216412574356,2.6303226092271377,-0.5202896554114519,0.5,0.5,1.0
-1.0565896238643042,-0.06563065616849742,-1.3281271944948474,-1.9342776876406516,-1.6942530022532238,-0.2602768700531003,0.5,0.5,1.0
-0.9740386319745036,-0.07558784104394894,-1.5524749200751342,-3.7968836067285645,2.99934288932117,2.604430837016284,0.5,0.5,1.0
-1.1489948775371468,-0.0664745289191205,-1.504812976501911,-3.0155565400305036,-0.6574004926268059,1.8619601336015388,0.5,0.5,1.0
-1.0780117491611296,0.1369750591131738,-1.8219938190299436,-4.592080999501917,4.777808913005183,1.831872377637828,0.5,0.5,1.0
-1.1602421209325489,0.2296569389410747,-1.7364257735131392,0.17530258995741996,-0.482876226698086,2.3157042374485775,0.5,0.5,1.0
-1.1006896508761874,-0.0969035809621263,-1.4171518749168848,-2.5902487019517224,5.046759655348545,0.5580256730123865,0.5,0.5,1.0
-1.0023336114514485,0.10815377289240746,-1.791451111538481,1.6115916457034851,-2.3374175073099295,0.6739127740320455,0.5,0.5,1.0
-1.1687221821628897,-0.02143879844394751,-1.3960937368509667,-2.3648709070022944,6.1349067975576,-1.0579079929588662,0.5,0.5,1.0
-1.0291117698656194,-0.058136009977930225,-1.3296760398826122,4.397264760767559,-1.9928284379455057,0.3605038371636713,0.5,0.5,1.0
-1.0446014518839746,-0.08606370682636319,-1.334781219066944,-2.1190888698475456,4.419609656014916,-3.5798223397614533,0.5,0.5,1.0
-1.0684140093735621,-0.095797860656133,-1.5025330667895673,3.3267944076792584,-1.6107123259804912,2.673032271512553,0.5,0.5,1.0
-1.0711822823705641,-0.01801724777745017,-1.3431326034643503,-1.6121613392320007,4.710376713003565,-1.6608342673474512,0.5,0.5,1.0
-3.6964089718670556,1.3019448256709634,-1.3433220728929194,4.098982054258571,-1.8566474554093269,1.7235038969969072,0.5,0.5,1.0
-1.1488452937958116,-0.07280948841415671,-1.4588942816276744,-2.822302937371106,5.653182062813251,-0.18513012584125152,0.5,0.5,1.0
-1.0141461797042841,4.8725826870406745,1.3819267121604069,8.513367928478312,-2.114520631127573,-1.708339881726338,0.5,0.5,1.0
-1.1166576959025216,-0.08792101708375932,-1.3894975742966016,-2.4527251295260357,5.199667052599552,-1.6318187085495024,0.5,0.5,1.0
-1.1383079247039338,4.965723088774714,1.6327320975511224,10.527848079364116,-0.7305782050201893,-1.3735852519099163,0.5,0.5,1.0
-3.623409112967729,1.3108554688185423,-1.3602279712699459,-2.116173730515217,5.173566333060936,-3.52078286962842,0.5,0.5,1.0
-1.1093975860732783,4.694246701185807,1.726085088881454,13.175895993399344,-1.0931117473976448,-1.6285539049708069,0.5,0.5,1.0
-3.694839314453481,1.595129827142531,-1.6565149984856753,0.04683963390005438,4.410423227328719,-3.492501073854983,0.5,0.5,1.0
-1.0044220710810745,4.832111564766113,1.4296564441283215,14.51368707605114,-2.2097145512376253,0.28752158855300064,0.5,0.5,1.0
-3.578080876771405,1.4110202486044783,-1.429455453644232,-1.624869541378752,5.885085853239528,-5.770324312887837,0.5,0.5,1.0
-1.148713250605218,4.972902845128716,1.3802201450411449,15.348180393575149,-0.5333386776222521,-0.7521648408916525,0.5,0.5,1.0
-3.6356905649143942,1.4358447965438563,-1.4136012285723327,-2.2082231164893527,7.531790329905479,-6.689872334136736,0.5,0.5,1.0
-1.00256394064391,4.928240842889034,1.341510369438832,14.286771046531264,2.2804110368921107,-0.041202768049602066,0.5,0.5,1.0
-3.5914891326876166,1.5684110564639386,-1.6402163506522194,-0.9942500439104471,6.94058477454238,-3.0217654099133466,0.5,0.5,1.0
-1.0864260797872372,4.8665670237247625,1.7681926051129417,16.60060186628059,1.3579307505539204,1.0200188826438337,0.5,0.5,1.0
-3.689282972519955,1.46418355274298,-1.429647535058322,-1.0306343926419566,4.4720136201315706,-3.4441598013388175,0.5,0.5,1.0
-1.1028126671318346,5.017164424056176,1.4357316897294774,15.239279602764562,1.1655496918846429,1.7461987951002884,0.5,0.5,1.0
-3.5843033234525197,-0.044745239134306176,-4.522479634245313,-1.5739993449741323,5.891613910936401,-0.5691997324237164,0.5,0.5,1.0
-1.0286945125350686,4.721418958265143,1.6099973361673465,12.729093323364088,1.9571600869675108,0.524372715138782,0.5,0.5,1.0
-3.651061239159119,0.11657560510791937,-4.854958656845155,-2.6055450989127995,4.9802249588831815,0.39899768357968063,0.5,0.5,1.0
-1.1527170015379853,4.7218817211083355,1.6762412475389517,12.750335790482207,0.47548626445475495,-0.057663891558443835,0.5,0.5,1.0
-1.1000342382736092,-1.3360547051527385,-4.614835452665279,-2.7265027013915955,7.487494439080586,-1.5160816629831044,0.5,0.5,1.0
-1.1022833464120538,4.971142867738183,1.617600772929719,10.63512007051134,-1.1615882433827174,0.4289111757328292,0.5,0.5,1.0
-3.579995963741616,-0.05250568383403883,-4.838566002976887,-4.385045797937946,6.020239454531036,-4.192003645897667,0.5,0.5,1.0
-1.101404382308599,4.762722011741449,1.8252480283146804,11.043939263895211,1.180218944296522,1.6561881052448106,0.5,0.5,1.0
-3.630664415432876,0.0673488908962107,-4.674824384151602,-1.995463873932905,5.153255503658171,-3.1900272212181298,0.5,0.5,1.0
-0.9923077779927146,5.007235849454425,1.407934370176669,9.04805190221522,2.4369198646896812,0.3092208246493783,0.5,0.5,1.0
-3.6484358815676,0.08785439600404571,-4.714028512161496,-3.1027135697096777,7.554959040982619,-2.760173245414045,0.5,0.5,1.0
-3.715618483133854,6.299471528336621,1.3568864444303106,7.7622935786071645,2.004234274188201,-0.8779709168021862,0.5,0.5,1.0
-3.7002830522895356,-0.03265016607357479,-4.883360624858108,-5.108362258410159,8.107393828648947,-1.3606015589052374,0.5,0.5,1.0
-3.7511761073429906,6.103953950575019,1.7434244886763535,5.7702796350269026,2.45229198735102,-1.9035239796367431,0.5,0.5,1.0
-3.7399909238992093,-0.05176323187397616,-4.50942654968152,-8.193584427660527,8.6041595970896,-0.6004494515282315,0.5,0.5,1.0
-3.651324461172874,6.329359751133546,1.6642941170004226,3.5271881563438177,1.3310378135170633,-1.303033167924338,0.5,0.5,1.0
-3.582791967218278,-0.17967452437620907,-4.660989718823254,-5.739794349594666,6.596702666133513,3.0105338573978186,0.5,0.5,1.0
-3.587396802115874,6.313004281719492,1.3905971944733735,2.0833967592026363,0.4581981966800825,-4.44330814309447,0.5,0.5,1.0
-3.621136257374731,-0.09728806978504573,-4.471987636306838,-7.21460216263305,5.308416892436411,0.8101977841077257,0.5,0.5,1.0
-3.625014961120206,6.332376090322599,1.6413649972249358,3.4609118571599784,1.0270275643477247,-4.39553413934404,0.5,0.5,1.0
-3.7217897746456514,-0.17397141985440637,-4.494139375516272,-7.270197682217885,8.357705332778627,1.0476641902794799,0.5,0.5,1.0
-1.111046111189646,4.998916545830651,1.365516184413922,3.1852875793495454,5.221762620767365,-5.607297543604429,0.5,0.5,1.0
-3.6648293633243236,0.11984864354785754,-4.8733381846557595,-9.998294141820969,7.7459603289701615,1.517372762330835,0.5,0.5,1.0
-3.584652078314421,6.1727488402181,1.5042904947492586,7.843037486812536,5.879562309469992,-1.9998153642328578,0.5,0.5,1.0
-3.727959130751793,-0.14766421293145113,-4.702141454949411,-12.237559035321667,8.413493641983104,1.5587837428016178,0.5,0.5,1.0
-3.725577001582099,6.122895243960961,1.8039970825965357,6.03820912908539,4.16346882239579,-1.797557726911609,0.5,0.5,1.0
-3.687334999430124,-0.015656937118783375,-4.5330775665146135,-14.898527481969088,7.979397322402424,1.4669674903640793,0.5,0.5,1.0
-3.6389714472019787,6.209452136379547,1.44572515870271,8.287835590873756,5.106810401140728,-1.2432877128012032,0.5,0.5,1.0
-3.709726607936503,-0.14805273675403913,-4.711521188956645,-12.219435817997208,8.187128512857926,2.245451472594586,0.5,0.5,1.0
-3.7585367795338867,6.278594516598371,1.3911376689923662,8.367604713100896,3.6694313428774636,-3.8896261416657714,0.5,0.5,1.0
-3.6946521482335926,-0.13680390559435346,-4.463122645844498,-13.041452927087377,10.7708009716336,2.924411172283106,0.5,0.5,1.0
-3.6352258752875883,6.0702368458977825,1.7434639376392815,5.816188299843477,1.1234186590080137,-3.968342351941429,0.5,0.5,1.0
-3.7292653029497047,-0.12668494431062535,-4.742472204532578,-12.04160849721224,8.411637218301715,2.3739737890075636,0.5,0.5,1.0
-3.6119284008403594,6.3723267817280655,1.5200611128252821,3.037825028906746,0.8493518356206233,-3.2830814516326954,0.5,0.5,1.0
-3.6405339407394,-0.1528073167934158,-4.456255183478296,-13.014937907719624,11.348911334866925,1.8920046731870093,0.5,0.5,1.0
-3.725070113434819,6.1917850889368795,1.47906810325395,0.809575806211773,2.100584435009794,-1.3642516096804869,0.5,0.5,1.0
-1.014549534915123,-1.2701892114906594,-4.879461205383134,-15.262684401745227,10.458433044232455,7.429555849372258,0.5,0.5,1.0
-3.6365070273459748,6.343643737376608,1.6280208318517537,3.397109534623471,1.142116204853953,-2.957242823782574,0.5,0.5,1.0
-1.11597513464066,-1.347471162677883,-4.922017648206043,-16.23609805323077,11.541758721877684,4.426497305213199,0.5,0.5,1.0
-3.7578087729704603,6.2333257061773955,1.43714693277638,1.1903202030835183,2.563974292199809,-2.001322337248994,0.5,0.5,1.0
-3.6696277133385466,-0.08709834402088557,-4.4750694285506665,-14.481635291061036,14.091172029182205,0.9210040148480099,0.5,0.5,1.0
-3.591022966624833,6.160486217650313,1.5217541534483914,0.9521994275224474,0.5073279011747486,-3.399596320229281,0.5,0.5,1.0
-3.728877123360354,0.06672597279952025,-4.949298865505789,-17.005533967287526,14.696275999997798,2.3945920620028893,0.5,0.5,1.0
