q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,joint
0.0,0.0,1.57,-1.57,-1.57,0.0,2.4924270124553125,0.5083860949300342,1.1151621210614326,5.0
0.0,0.0,1.57,-1.57,-1.5072,0.0,2.4912996515439785,0.5055438297673401,1.118189612694648,5.0
0.0,0.0,1.57,-1.57,-1.4444000000000001,0.0,2.490324841716077,0.5025184103429947,1.121089906227185,5.0
0.0,0.0,1.57,-1.57,-1.3816000000000002,0.0,2.4895064262022606,0.49932176450623994,1.1238515671241383,5.0
0.0,0.0,1.57,-1.57,-1.3188000000000002,0.0,2.4888476316417147,0.4959664951739851,1.1264637074158685,5.0
0.0,0.0,1.57,-1.57,-1.2560000000000002,0.0,2.48835105536099,0.4924658306432521,1.128916028624305,5.0
0.0,0.0,1.57,-1.57,-1.1932000000000003,0.0,2.488018655133931,0.4888335724380325,1.1311988623651459,5.0
0.0,0.0,1.57,-1.57,-1.1304000000000003,0.0,2.487851741463061,0.4850840408961713,1.133303208465891,5.0
0.0,0.0,1.57,-1.57,-1.0676000000000003,0.0,2.487850972412876,0.481232018710805,1.1352207704494168,5.0
0.0,0.0,1.57,-1.57,-1.0048000000000004,0.0,2.4880163510153888,0.4772926926489432,1.1369439882432038,5.0
0.0,0.0,1.57,-1.57,-0.9420000000000004,0.0,2.488347225258181,0.4732815936769711,1.1384660679852532,5.0
0.0,0.0,1.57,-1.57,-0.8792000000000004,0.0,2.488842290654987,0.46921453572913113,1.139781008809189,5.0
0.0,0.0,1.57,-1.57,-0.8164000000000005,0.0,2.48949959538869,0.465107553360391,1.1408836265029374,5.0
0.0,0.0,1.57,-1.57,-0.7536000000000005,0.0,2.490316548006446,0.46097683852950516,1.141769573947709,5.0
0.0,0.0,1.57,-1.57,-0.6908000000000005,0.0,2.491289927636602,0.4568386767615045,1.142435358256709,5.0
0.0,0.0,1.57,-1.57,-0.6280000000000006,0.0,2.492415896687125,0.45270938294129737,1.142878354545995,5.0
0.0,0.0,1.57,-1.57,-0.5652000000000006,0.0,2.4936900159754725,0.44860523699151755,1.1430968162831987,5.0
0.0,0.0,1.57,-1.57,-0.5024000000000006,0.0,2.4951072622302726,0.4445424196882129,1.1430898821733053,5.0
0.0,0.0,1.57,-1.57,-0.4396000000000006,0.0,2.4966620478957857,0.44053694886742334,1.1428575795543487,5.0
0.0,0.0,1.57,-1.57,-0.3768000000000006,0.0,2.498348243161094,0.43660461627415753,1.1424008242896282,5.0
0.0,0.0,1.57,-1.57,-0.31400000000000056,0.0,2.5001592001271455,0.432760925302743,1.1417214171568792,5.0
0.0,0.0,1.57,-1.57,-0.25120000000000053,0.0,2.502087779016396,0.42902102987401164,1.140822036748626,5.0
0.0,0.0,1.57,-1.57,-0.1884000000000005,0.0,2.5041263763216874,0.4253996746902998,1.1397062289117135,5.0
0.0,0.0,1.57,-1.57,-0.1256000000000005,0.0,2.5062669547834187,0.4219111371038104,1.1383783927676503,5.0
0.0,0.0,1.57,-1.57,-0.06280000000000048,0.0,2.508501075076787,0.41856917082752326,1.136843763368878,5.0
0.0,0.0,1.57,-1.57,-4.718447854656915e-16,0.0,2.510819929084203,0.4153869517105769,1.1351083910593467,5.0
0.0,0.0,1.57,-1.57,0.06279999999999954,0.0,2.51321437462168,0.41237702579190266,1.1331791176207677,5.0
0.0,0.0,1.57,-1.57,0.12559999999999955,0.0,2.5156749714822966,0.40955125983691454,1.1310635492985883,5.0
0.0,0.0,1.57,-1.57,0.18839999999999957,0.0,2.5181920186546294,0.40692079455226393,1.128770026814034,5.0
0.0,0.0,1.57,-1.57,0.2511999999999996,0.0,2.5207555925694147,0.40449600066311336,1.126307592480447,5.0
0.0,0.0,1.57,-1.57,0.3139999999999996,0.0,2.52335558622366,0.40228643802609637,1.1236859545535705,5.0
0.0,0.0,1.57,-1.57,0.37679999999999964,0.0,2.525981749027947,0.40030081793916145,1.1209154489563198,5.0
0.0,0.0,1.57,-1.57,0.43959999999999966,0.0,2.528623727219831,0.3985469687968969,1.1180069985289542,5.0
0.0,0.0,1.57,-1.57,0.5023999999999996,0.0,2.5312711046840057,0.39703180522674036,1.1149720699652963,5.0
0.0,0.0,1.57,-1.57,0.5651999999999996,0.0,2.533913444018297,0.39576130082775607,1.111822628604789,5.0
0.0,0.0,1.57,-1.57,0.6279999999999996,0.0,2.5365403276835785,0.3947404646194571,1.1085710912586157,5.0
0.0,0.0,1.57,-1.57,0.6907999999999995,0.0,2.53914139907538,0.3939733212935261,1.105230277255878,5.0
0.0,0.0,1.57,-1.57,0.7535999999999995,0.0,2.541706403355254,0.39346289534629064,1.1018133579028244,5.0
0.0,0.0,1.57,-1.57,0.8163999999999995,0.0,2.5442252278809323,0.39321119915451386,1.0983338045543982,5.0
0.0,0.0,1.57,-1.57,0.8791999999999994,0.0,2.546687942075857,0.39321922504150997,1.0948053355028247,5.0
0.0,0.0,1.57,-1.57,0.9419999999999994,0.0,2.54908483658092,0.3934869413648662,1.0912418618926427,5.0
0.0,0.0,1.57,-1.57,1.0047999999999995,0.0,2.5514064615340386,0.3940132926411945,1.0876574328754043,5.0
0.0,0.0,1.57,-1.57,1.0675999999999994,0.0,2.5536436638266498,0.39479620370742086,1.0840661802202753,5.0
0.0,0.0,1.57,-1.57,1.1303999999999994,0.0,2.5557876231902465,0.39583258790220754,1.0804822625989148,5.0
0.0,0.0,1.57,-1.57,1.1931999999999994,0.0,2.5578298869706737,0.39711835923525096,1.0769198097642885,5.0
0.0,0.0,1.57,-1.57,1.2559999999999993,0.0,2.5597624034530875,0.3986484484964784,1.0733928668434956,5.0
0.0,0.0,1.57,-1.57,1.3187999999999993,0.0,2.561577553606198,0.4004168232416317,1.0699153389642366,5.0
0.0,0.0,1.57,-1.57,1.3815999999999993,0.0,2.5632681811206344,0.4024165115754445,1.0665009364332365,5.0
0.0,0.0,1.57,-1.57,1.4443999999999992,0.0,2.5648276206230096,0.404639629638646,1.0631631206827559,5.0
0.0,0.0,1.57,-1.57,1.5071999999999992,0.0,2.566249723954447,0.4070774126904233,1.0599150511983024,5.0
0.0,0.0,1.57,-1.57,1.57,-1.57,2.572748041555707,0.4144083077242399,1.055907736691731,6.0
0.0,0.0,1.57,-1.57,1.57,-1.5072,2.572660880600882,0.4142003172571826,1.0561261549462861,6.0
0.0,0.0,1.57,-1.57,1.57,-1.4444000000000001,2.57255845948521,0.41398754975610275,1.0563330450279822,6.0
0.0,0.0,1.57,-1.57,1.57,-1.3816000000000002,2.572441182008447,0.4137708440662382,1.0565275912635663,6.0
0.0,0.0,1.57,-1.57,1.57,-1.3188000000000002,2.572309510542207,0.4135510545593094,1.0567090266459418,6.0
0.0,0.0,1.57,-1.57,1.57,-1.2560000000000002,2.5721639642070415,0.4133290477651212,1.0568766358581279,6.0
0.0,0.0,1.57,-1.57,1.57,-1.1932000000000003,2.5720051168257827,0.4131056989552312,1.0570297580934285,6.0
